finding_id,investigation_id,severity,category,description,confidence_score,status,created_at,validated_at
FND-001711,INV-00412,MEDIUM,FRAUD_PATTERN,Transaction routed through 3 intermediate accounts before reaching final beneficiary. Unusual for CASH_OUT transaction type.,0.496,OPEN,2023-04-13,
FND-001712,INV-00211,MEDIUM,EXPIRED_COMPLIANCE,"Payment of $80,207 released to Alpha_Inc Group whose PCI-DSS compliance expired 267 days before payment date.",0.602,VALIDATED,2021-11-17,2021-12-13
FND-001713,INV-00346,HIGH,POLICY_BREACH,"Claim EXP-102430 violates Policy POL-0011 section 4.2: Software expenditure capped at $25,000 per event.",0.606,RESOLVED,2022-02-10,2022-02-13
FND-001714,INV-00450,LOW,EXPIRED_COMPLIANCE,"Payment of $304,461 released to Epsilon_Group LLC whose PCI-DSS compliance expired 70 days before payment date.",0.202,RESOLVED,2024-06-29,2024-07-29
FND-001715,INV-00496,LOW,POLICY_BREACH,"Entertainment expense of $247,537 submitted by EMP-41609 exceeds monthly policy allowance of $25,000.",0.325,VALIDATED,2024-08-30,2024-09-21
FND-001716,INV-00007,MEDIUM,EXPIRED_COMPLIANCE,Procurement team processed payment without checking compliance status. Certificate had been expired for 354 days.,0.421,RESOLVED,2022-08-26,2022-09-16
FND-001717,INV-00168,CRITICAL,POLICY_BREACH,Employee submitted Accommodation claim 50% above the authorised policy limit without prior exception approval.,0.889,ESCALATED,2023-08-27,2023-09-20
FND-001718,INV-00086,MEDIUM,FRAUD_PATTERN,"Round-number transaction of $482,175 processed at 00:44 — outside standard business hours. Flagged by anomaly detection.",0.7,RESOLVED,2024-06-29,2024-07-25
FND-001719,INV-00332,LOW,POLICY_BREACH,Employee submitted Equipment claim 18% above the authorised policy limit without prior exception approval.,0.478,VALIDATED,2024-03-27,2024-04-06
FND-001720,INV-00126,MEDIUM,POLICY_BREACH,"Entertainment expense of $104,338 submitted by EMP-74904 exceeds monthly policy allowance of $25,000.",0.522,OPEN,2021-09-12,
FND-001721,INV-00008,MEDIUM,MISSING_RECEIPT,Employee EMP-70630 submitted 2 claims totalling $976 without receipts in the review period.,0.46,VALIDATED,2023-08-01,2023-08-03
FND-001722,INV-00339,LOW,APPROVAL_LIMIT,"Escalation protocol was bypassed. Transaction valued at $124,112 was approved at L2 without L4 countersignature.",0.568,VALIDATED,2024-09-15,2024-09-24
FND-001723,INV-00444,MEDIUM,APPROVAL_LIMIT,"Approval granted by EMP-21129 who was not authorised to approve amounts above $25,000. Transaction value: $305,803.",0.515,VALIDATED,2024-01-20,
FND-001724,INV-00478,HIGH,POLICY_BREACH,"Claim EXP-194773 violates Policy POL-0005 section 4.2: Meals expenditure capped at $25,000 per event.",0.641,VALIDATED,2021-06-19,2021-07-15
FND-001725,INV-00075,HIGH,APPROVAL_LIMIT,Transaction processed with approval from an officer whose delegated authority was 6% below the required threshold.,0.754,VALIDATED,2021-10-06,
FND-001726,INV-00193,LOW,EXPIRED_COMPLIANCE,Procurement team processed payment without checking compliance status. Certificate had been expired for 305 days.,0.626,ESCALATED,2024-12-06,2024-12-18
FND-001727,INV-00408,LOW,MISSING_RECEIPT,"Employee EMP-93663 submitted 3 claims totalling $2,836 without receipts in the review period.",0.631,RESOLVED,2024-07-24,2024-08-23
FND-001728,INV-00136,HIGH,POLICY_BREACH,"Claim EXP-165597 violates Policy POL-0014 section 4.2: Office Supplies expenditure capped at $25,000 per event.",0.831,RESOLVED,2023-05-22,2023-06-02
FND-001729,INV-00304,MEDIUM,MISSING_RECEIPT,Expense claim missing receipt. Policy POL-0003 requires receipts for all claims above $75.,0.716,OPEN,2024-08-29,
FND-001730,INV-00293,HIGH,VENDOR_RISK,Payment issued to VND-VND-02943 rated LOW risk. Active contract CON-105091 in place. Enhanced due diligence not documented.,0.831,RESOLVED,2023-07-07,2023-07-31
FND-001731,INV-00175,MEDIUM,EXPIRED_COMPLIANCE,"Vendor VND-VND-00585 received payment of $220,006 on 2022-12-17. Compliance certificate expired on 2022-08-06 — 451 days prior.",0.563,RESOLVED,2021-06-08,2021-06-23
FND-001732,INV-00257,MEDIUM,VENDOR_RISK,Payment issued to VND-VND-03305 rated LOW risk. Active contract CON-102345 in place. Enhanced due diligence not documented.,0.622,VALIDATED,2022-12-14,2022-12-23
FND-001733,INV-00157,LOW,VENDOR_RISK,"High-risk vendor HarborLight Services International has no compliance record on file. Payment of $268,323 released without compliance clearance.",0.224,VALIDATED,2022-12-09,2022-12-11
FND-001734,INV-00347,MEDIUM,APPROVAL_LIMIT,"Payment of $394,793 approved at Level 3, which has a limit of $25,000. Transaction exceeded limit by $26,714.",0.518,ESCALATED,2021-12-09,2021-12-23
FND-001735,INV-00115,HIGH,EXPIRED_COMPLIANCE,"Vendor VND-VND-02504 received payment of $441,143 on 2022-10-21. Compliance certificate expired on 2021-05-01 — 258 days prior.",0.765,OPEN,2022-11-16,2022-12-12
FND-001736,INV-00137,HIGH,EXPIRED_COMPLIANCE,"Vendor VND-VND-02373 received payment of $396,285 on 2022-09-13. Compliance certificate expired on 2021-06-16 — 469 days prior.",0.671,RESOLVED,2024-03-19,2024-03-21
FND-001737,INV-00478,CRITICAL,POLICY_BREACH,"Expense claim of $350,858 for Consulting exceeds the policy maximum of $500,000. Overage: $6,963.",0.925,RESOLVED,2021-12-04,2021-12-07
FND-001738,INV-00289,LOW,VENDOR_RISK,"BLACKLISTED vendor VND-VND-03403 received payment of $194,401 via contract CON-103418 that was not updated following blacklisting.",0.479,VALIDATED,2022-07-14,2022-07-22
FND-001739,INV-00225,CRITICAL,FRAUD_PATTERN,"Split payment pattern detected: 3 transactions to same beneficiary totalling $11,789 — each below approval threshold of $5,000.",0.909,OPEN,2022-05-22,2022-05-25
FND-001740,INV-00101,LOW,MISSING_RECEIPT,"Employee EMP-24903 submitted 2 claims totalling $17,602 without receipts in the review period.",0.23,VALIDATED,2023-10-01,2023-10-06
FND-001741,INV-00147,HIGH,FRAUD_PATTERN,"Round-number transaction of $151,815 processed at 02:16 — outside standard business hours. Flagged by anomaly detection.",0.759,ESCALATED,2022-10-19,2022-11-16
FND-001742,INV-00042,MEDIUM,MISSING_RECEIPT,Expense claim EXP-168646 submitted for Entertainment without an attached supporting receipt.,0.702,OPEN,2023-08-13,
FND-001743,INV-00234,HIGH,VENDOR_RISK,Payment issued to VND-VND-04811 rated HIGH risk. Active contract CON-107376 in place. Enhanced due diligence not documented.,0.816,VALIDATED,2022-11-17,2022-11-26
FND-001744,INV-00280,MEDIUM,MISSING_RECEIPT,Expense claim missing receipt. Policy POL-0012 requires receipts for all claims above $100.,0.509,ESCALATED,2022-12-07,2022-12-08
FND-001745,INV-00105,HIGH,MISSING_RECEIPT,Expense claim missing receipt. Policy POL-0017 requires receipts for all claims above $75.,0.764,RESOLVED,2024-05-28,2024-06-03
FND-001746,INV-00296,LOW,FRAUD_PATTERN,Employee EMP-28962 submitted 7 expense claims within 72 hours for identical amounts — potential duplicate fraud pattern.,0.58,OPEN,2024-09-15,
FND-001747,INV-00163,LOW,APPROVAL_LIMIT,Transaction processed with approval from an officer whose delegated authority was 70% below the required threshold.,0.333,VALIDATED,2024-09-27,
FND-001748,INV-00106,LOW,EXPIRED_COMPLIANCE,"Vendor VND-VND-02076 received payment of $424,151 on 2022-04-04. Compliance certificate expired on 2020-04-12 — 48 days prior.",0.567,OPEN,2024-02-24,
FND-001749,INV-00097,MEDIUM,EXPIRED_COMPLIANCE,Procurement team processed payment without checking compliance status. Certificate had been expired for 393 days.,0.694,VALIDATED,2022-06-27,2022-07-11
FND-001750,INV-00275,CRITICAL,APPROVAL_LIMIT,"Payment of $478,213 approved at Level 2, which has a limit of $25,000. Transaction exceeded limit by $6,122.",0.779,VALIDATED,2022-02-23,2022-03-16
FND-001751,INV-00199,LOW,EXPIRED_COMPLIANCE,"Vendor VND-VND-01671 received payment of $314,850 on 2023-01-09. Compliance certificate expired on 2020-07-09 — 394 days prior.",0.43,OPEN,2023-05-25,
FND-001752,INV-00281,MEDIUM,APPROVAL_LIMIT,"Approval granted by EMP-49036 who was not authorised to approve amounts above $5,000. Transaction value: $150,354.",0.737,OPEN,2024-11-28,2024-12-08
FND-001753,INV-00480,MEDIUM,APPROVAL_LIMIT,"Escalation protocol was bypassed. Transaction valued at $218,667 was approved at L3 without L3 countersignature.",0.633,VALIDATED,2024-09-10,2024-10-01
FND-001754,INV-00408,MEDIUM,APPROVAL_LIMIT,"Escalation protocol was bypassed. Transaction valued at $100,914 was approved at L1 without L5 countersignature.",0.62,RESOLVED,2024-02-03,2024-03-02
FND-001755,INV-00329,MEDIUM,POLICY_BREACH,"Expense claim of $50,982 for Training exceeds the policy maximum of $25,000. Overage: $38,795.",0.443,OPEN,2021-08-23,2021-09-17
FND-001756,INV-00370,MEDIUM,MISSING_RECEIPT,Expense claim EXP-116552 submitted for Equipment without an attached supporting receipt.,0.546,VALIDATED,2022-10-23,2022-11-20
FND-001757,INV-00395,LOW,APPROVAL_LIMIT,"Escalation protocol was bypassed. Transaction valued at $109,326 was approved at L1 without L3 countersignature.",0.406,VALIDATED,2022-10-28,
FND-001758,INV-00007,CRITICAL,MISSING_RECEIPT,"Employee EMP-16599 submitted 4 claims totalling $14,442 without receipts in the review period.",0.858,OPEN,2022-05-04,2022-05-23
FND-001759,INV-00016,LOW,MISSING_RECEIPT,Expense claim missing receipt. Policy POL-0005 requires receipts for all claims above $50.,0.317,OPEN,2022-05-20,2022-06-09
FND-001760,INV-00451,LOW,FRAUD_PATTERN,"Round-number transaction of $320,610 processed at 03:35 — outside standard business hours. Flagged by anomaly detection.",0.265,RESOLVED,2024-04-30,2024-05-15
FND-001761,INV-00388,MEDIUM,APPROVAL_LIMIT,"Payment of $83,764 approved at Level 1, which has a limit of $5,000. Transaction exceeded limit by $19,323.",0.651,VALIDATED,2023-07-08,
FND-001762,INV-00003,LOW,VENDOR_RISK,"High-risk vendor TrueNorth Services Group has no compliance record on file. Payment of $112,469 released without compliance clearance.",0.263,RESOLVED,2023-07-29,2023-08-20
FND-001763,INV-00339,LOW,POLICY_BREACH,"Claim EXP-156907 violates Policy POL-0004 section 4.2: Accommodation expenditure capped at $100,000 per event.",0.489,OPEN,2023-04-25,
FND-001764,INV-00177,CRITICAL,MISSING_RECEIPT,"Employee EMP-96898 submitted 8 claims totalling $9,199 without receipts in the review period.",0.798,VALIDATED,2023-10-01,2023-10-02
FND-001765,INV-00424,CRITICAL,APPROVAL_LIMIT,"Payment of $237,388 approved at Level 1, which has a limit of $5,000. Transaction exceeded limit by $3,642.",0.785,OPEN,2023-10-17,2023-10-29
FND-001766,INV-00296,CRITICAL,EXPIRED_COMPLIANCE,Compliance record CMP-100487 for vendor VoltEdge Solutions was in EXPIRED status at time of payment processing.,0.815,RESOLVED,2021-10-04,
FND-001767,INV-00116,MEDIUM,APPROVAL_LIMIT,"Approval granted by EMP-72601 who was not authorised to approve amounts above $500,000. Transaction value: $411,891.",0.68,FALSE_POSITIVE,2021-09-24,
FND-001768,INV-00036,HIGH,APPROVAL_LIMIT,"Payment of $442,817 approved at Level 2, which has a limit of $500,000. Transaction exceeded limit by $14,309.",0.736,OPEN,2022-03-20,2022-04-13
FND-001769,INV-00288,LOW,EXPIRED_COMPLIANCE,Compliance record CMP-100626 for vendor InnoCore Dynamics LLC was in EXPIRED status at time of payment processing.,0.259,VALIDATED,2022-09-24,2022-09-30
FND-001770,INV-00308,MEDIUM,POLICY_BREACH,"Claim EXP-147913 violates Policy POL-0020 section 4.2: Office Supplies expenditure capped at $25,000 per event.",0.716,RESOLVED,2022-08-04,2022-08-12
FND-001771,INV-00491,MEDIUM,VENDOR_RISK,"BLACKLISTED vendor VND-VND-03357 received payment of $310,416 via contract CON-100922 that was not updated following blacklisting.",0.631,OPEN,2024-03-23,2024-04-07
FND-001772,INV-00302,MEDIUM,FRAUD_PATTERN,"Round-number transaction of $240,172 processed at 01:53 — outside standard business hours. Flagged by anomaly detection.",0.517,ESCALATED,2024-04-06,2024-04-26
FND-001773,INV-00400,LOW,VENDOR_RISK,Payment issued to VND-VND-00149 rated LOW risk. Active contract CON-105729 in place. Enhanced due diligence not documented.,0.6,VALIDATED,2022-07-20,2022-08-01
FND-001774,INV-00232,MEDIUM,POLICY_BREACH,"Expense claim of $443,737 for Consulting exceeds the policy maximum of $25,000. Overage: $22,301.",0.624,VALIDATED,2024-08-29,2024-08-31
FND-001775,INV-00035,MEDIUM,EXPIRED_COMPLIANCE,"Payment of $14,158 released to YellowBridge Partners LLC whose GDPR compliance expired 361 days before payment date.",0.671,RESOLVED,2023-12-14,2024-01-08
FND-001776,INV-00205,MEDIUM,MISSING_RECEIPT,"Employee EMP-38243 submitted 6 claims totalling $10,642 without receipts in the review period.",0.533,RESOLVED,2022-03-28,2022-04-21
FND-001777,INV-00420,MEDIUM,FRAUD_PATTERN,Transaction routed through 3 intermediate accounts before reaching final beneficiary. Unusual for PAYMENT transaction type.,0.405,OPEN,2022-10-20,
FND-001778,INV-00488,MEDIUM,MISSING_RECEIPT,"Employee EMP-54110 submitted 5 claims totalling $7,200 without receipts in the review period.",0.486,OPEN,2023-02-13,2023-03-06
FND-001779,INV-00095,HIGH,MISSING_RECEIPT,"Employee EMP-24078 submitted 2 claims totalling $15,101 without receipts in the review period.",0.887,OPEN,2022-08-23,
FND-001780,INV-00405,LOW,FRAUD_PATTERN,"Round-number transaction of $72,017 processed at 00:19 — outside standard business hours. Flagged by anomaly detection.",0.492,VALIDATED,2021-12-10,
FND-001781,INV-00110,LOW,MISSING_RECEIPT,"Reimbursement of $412,621 for Meals was approved despite no receipt documentation in the system.",0.322,RESOLVED,2021-06-12,2021-06-18
FND-001782,INV-00097,LOW,POLICY_BREACH,"Entertainment expense of $1,329 submitted by EMP-38784 exceeds monthly policy allowance of $5,000.",0.243,VALIDATED,2021-06-11,2021-07-01
FND-001783,INV-00354,MEDIUM,EXPIRED_COMPLIANCE,"Vendor VND-VND-00688 received payment of $179,306 on 2022-04-26. Compliance certificate expired on 2020-06-06 — 381 days prior.",0.424,OPEN,2023-09-26,2023-10-20
FND-001784,INV-00061,LOW,POLICY_BREACH,Employee submitted Office Supplies claim 18% above the authorised policy limit without prior exception approval.,0.314,VALIDATED,2022-08-13,
FND-001785,INV-00045,MEDIUM,VENDOR_RISK,Payment issued to VND-VND-03442 rated LOW risk. Active contract CON-105429 in place. Enhanced due diligence not documented.,0.716,OPEN,2024-04-03,2024-04-12
FND-001786,INV-00102,LOW,POLICY_BREACH,"Claim EXP-175737 violates Policy POL-0016 section 4.2: Software expenditure capped at $5,000 per event.",0.225,VALIDATED,2021-06-18,2021-07-14
FND-001787,INV-00357,CRITICAL,POLICY_BREACH,"Entertainment expense of $283,102 submitted by EMP-30811 exceeds monthly policy allowance of $5,000.",0.764,OPEN,2024-05-26,
FND-001788,INV-00158,MEDIUM,MISSING_RECEIPT,Expense claim missing receipt. Policy POL-0007 requires receipts for all claims above $75.,0.565,VALIDATED,2023-02-13,2023-02-24
FND-001789,INV-00248,HIGH,POLICY_BREACH,"Claim EXP-108366 violates Policy POL-0017 section 4.2: Marketing expenditure capped at $100,000 per event.",0.87,FALSE_POSITIVE,2022-07-10,
FND-001790,INV-00482,HIGH,MISSING_RECEIPT,Expense claim EXP-196815 submitted for Marketing without an attached supporting receipt.,0.701,OPEN,2023-09-08,2023-09-14
FND-001791,INV-00131,MEDIUM,MISSING_RECEIPT,Expense claim missing receipt. Policy POL-0002 requires receipts for all claims above $200.,0.739,VALIDATED,2024-10-14,2024-10-19
FND-001792,INV-00211,MEDIUM,EXPIRED_COMPLIANCE,"Payment of $360,543 released to XpressCore Dynamics whose GDPR compliance expired 132 days before payment date.",0.466,RESOLVED,2022-09-20,2022-10-06
FND-001793,INV-00188,LOW,APPROVAL_LIMIT,"Payment of $236,498 approved at Level 1, which has a limit of $100,000. Transaction exceeded limit by $25,266.",0.364,OPEN,2022-02-11,2022-03-13
FND-001794,INV-00243,LOW,EXPIRED_COMPLIANCE,Compliance record CMP-102687 for vendor VoltEdge Solutions Holdings was in EXPIRED status at time of payment processing.,0.452,ESCALATED,2023-05-27,2023-06-05
FND-001795,INV-00417,LOW,APPROVAL_LIMIT,"Approval granted by EMP-26094 who was not authorised to approve amounts above $5,000. Transaction value: $469,764.",0.645,RESOLVED,2022-03-12,
FND-001796,INV-00391,LOW,APPROVAL_LIMIT,"Escalation protocol was bypassed. Transaction valued at $141,327 was approved at L1 without L4 countersignature.",0.245,RESOLVED,2024-12-30,
FND-001797,INV-00164,LOW,VENDOR_RISK,Payment issued to VND-VND-03458 rated LOW risk. Active contract CON-104084 in place. Enhanced due diligence not documented.,0.295,VALIDATED,2024-01-15,
FND-001798,INV-00162,LOW,MISSING_RECEIPT,Expense claim EXP-144229 submitted for Entertainment without an attached supporting receipt.,0.321,VALIDATED,2022-10-26,2022-11-06
FND-001799,INV-00366,MEDIUM,VENDOR_RISK,"BLACKLISTED vendor VND-VND-01195 received payment of $95,276 via contract CON-105914 that was not updated following blacklisting.",0.425,RESOLVED,2023-05-21,2023-06-01
FND-001800,INV-00013,MEDIUM,POLICY_BREACH,"Entertainment expense of $260,443 submitted by EMP-20144 exceeds monthly policy allowance of $25,000.",0.475,OPEN,2024-12-03,
FND-001801,INV-00496,MEDIUM,VENDOR_RISK,"Vendor ClearPath Logistics Holdings holds CRITICAL risk rating. 7 payments totalling $10,749 processed in the audit period.",0.449,RESOLVED,2022-08-06,2022-08-25
FND-001802,INV-00085,MEDIUM,MISSING_RECEIPT,"Employee EMP-13020 submitted 2 claims totalling $13,113 without receipts in the review period.",0.64,VALIDATED,2023-09-20,
FND-001803,INV-00112,MEDIUM,APPROVAL_LIMIT,"Approval granted by EMP-55467 who was not authorised to approve amounts above $25,000. Transaction value: $106,515.",0.713,VALIDATED,2024-05-20,
FND-001804,INV-00280,MEDIUM,VENDOR_RISK,Payment issued to VND-VND-00232 rated LOW risk. Active contract CON-107395 in place. Enhanced due diligence not documented.,0.702,RESOLVED,2024-09-30,2024-10-25
