compliance_id,vendor_id,framework,status,assessment_date,expiry_date,assessed_by,findings_summary,document_ref
CMP-004279,VND-00656,PCI-DSS,COMPLIANT,2022-02-10,2024-01-20,Amy Dunn,No material findings. All controls assessed as effective.,COMP-DOC-XA6194
CMP-004280,VND-03318,ISO 27001,PENDING,2019-12-24,2021-07-24,Brian Champaigne,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-GH1581
CMP-004281,VND-01835,PCI-DSS,COMPLIANT,2023-02-07,2024-09-24,John Smith,No material findings. All controls assessed as effective.,COMP-DOC-MS1069
CMP-004282,VND-03922,SOC 2 Type II,PENDING,2021-07-26,2023-07-06,Brannon Miller,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-PE2922
CMP-004283,VND-01151,PCI-DSS,COMPLIANT,2019-10-18,2021-05-26,Jennifer Zamora,No material findings. All controls assessed as effective.,COMP-DOC-TV9789
CMP-004284,VND-02980,HIPAA,COMPLIANT,2023-01-06,2024-12-09,EY Compliance,No material findings. All controls assessed as effective.,COMP-DOC-CE8932
CMP-004285,VND-01362,ISO 27001,COMPLIANT,2023-01-20,2023-11-15,Alex Sweetwater,No material findings. All controls assessed as effective.,COMP-DOC-SE0898
CMP-004286,VND-02431,CIS Controls,COMPLIANT,2022-01-11,2023-12-30,Alex Sweetwater,No material findings. All controls assessed as effective.,COMP-DOC-JU0723
CMP-004287,VND-04859,ISO 27001,COMPLIANT,2022-10-26,2024-04-07,Debra Houlihan,No material findings. All controls assessed as effective.,COMP-DOC-HP2747
CMP-004288,VND-02004,ISO 27001,COMPLIANT,2021-12-13,2023-05-12,John Smith,No material findings. All controls assessed as effective.,COMP-DOC-RH0194
CMP-004289,VND-00539,SOC 2 Type II,COMPLIANT,2023-07-10,2025-01-13,PwC Compliance Team,No material findings. All controls assessed as effective.,COMP-DOC-TW0883
CMP-004290,VND-02696,GDPR,COMPLIANT,2023-09-18,2024-09-06,Michael Albert,No material findings. All controls assessed as effective.,COMP-DOC-PF4425
CMP-004291,VND-00163,ISO 27001,EXPIRED,2022-09-16,2022-03-11,Brannon Miller,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-WT4249
CMP-004292,VND-01982,SOX,COMPLIANT,2019-04-16,2020-09-16,Webster Butler,No material findings. All controls assessed as effective.,COMP-DOC-JQ1785
CMP-004293,VND-03147,SOC 2 Type II,PENDING,2021-01-04,2022-08-14,Peter Monroe,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-NL7702
CMP-004294,VND-01953,SOC 2 Type II,COMPLIANT,2023-07-04,2025-02-15,Jennifer Zamora,No material findings. All controls assessed as effective.,COMP-DOC-DM2831
CMP-004295,VND-04953,CIS Controls,EXPIRED,2024-03-03,2021-03-18,PwC Compliance Team,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-MF1571
CMP-004296,VND-02292,ISO 9001,COMPLIANT,2019-07-04,2020-06-06,Brannon Miller,No material findings. All controls assessed as effective.,COMP-DOC-CX0439
CMP-004297,VND-01084,PCI-DSS,COMPLIANT,2020-10-30,2022-05-06,Board of Directors,No material findings. All controls assessed as effective.,COMP-DOC-FB9234
CMP-004298,VND-03598,SOX,COMPLIANT,2022-12-15,2024-02-14,Grant Thornton,No material findings. All controls assessed as effective.,COMP-DOC-CU2425
CMP-004299,VND-00428,GDPR,COMPLIANT,2022-09-08,2024-04-14,Janet King,No material findings. All controls assessed as effective.,COMP-DOC-DY9631
CMP-004300,VND-04503,NIST CSF,COMPLIANT,2021-06-28,2023-03-18,KPMG Assurance,No material findings. All controls assessed as effective.,COMP-DOC-SE2684
CMP-004301,VND-02143,SOC 2 Type II,NON_COMPLIANT,2020-03-22,2021-09-22,Brannon Miller,Incident response plan not tested within required 12-month window.,COMP-DOC-RI8776
CMP-004302,VND-02666,GDPR,COMPLIANT,2023-01-07,2024-10-24,Brian Champaigne,No material findings. All controls assessed as effective.,COMP-DOC-BO9617
CMP-004303,VND-02419,ISO 9001,COMPLIANT,2020-08-17,2022-05-05,EY Compliance,No material findings. All controls assessed as effective.,COMP-DOC-AI8729
CMP-004304,VND-00088,SOC 2 Type II,COMPLIANT,2021-06-01,2023-03-01,Peter Monroe,No material findings. All controls assessed as effective.,COMP-DOC-FX0429
CMP-004305,VND-00635,HIPAA,COMPLIANT,2023-05-20,2024-03-22,Board of Directors,No material findings. All controls assessed as effective.,COMP-DOC-ST8101
CMP-004306,VND-04105,SOC 2 Type II,COMPLIANT,2024-05-14,2025-01-15,PwC Compliance Team,No material findings. All controls assessed as effective.,COMP-DOC-UJ1008
CMP-004307,VND-04279,ISO 9001,COMPLIANT,2020-08-19,2022-03-10,Brandon R. LeBlanc,No material findings. All controls assessed as effective.,COMP-DOC-DY5923
CMP-004308,VND-04605,ISO 9001,COMPLIANT,2019-05-25,2020-10-12,Michael Albert,No material findings. All controls assessed as effective.,COMP-DOC-AJ5117
CMP-004309,VND-02721,NIST CSF,COMPLIANT,2023-05-14,2024-10-04,Jennifer Zamora,No material findings. All controls assessed as effective.,COMP-DOC-JY2515
CMP-004310,VND-02184,GDPR,COMPLIANT,2020-08-22,2021-09-22,Elijiah Gray,No material findings. All controls assessed as effective.,COMP-DOC-TM8800
CMP-004311,VND-03583,GDPR,EXPIRED,2019-11-22,2022-04-18,EY Compliance,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-AK6054
CMP-004312,VND-00554,HIPAA,EXPIRED,2021-09-28,2023-02-21,Deloitte Risk Advisory,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-TP0508
CMP-004313,VND-00545,ISO 9001,COMPLIANT,2022-12-18,2023-11-29,Michael Albert,No material findings. All controls assessed as effective.,COMP-DOC-VA9517
CMP-004314,VND-04187,CIS Controls,COMPLIANT,2021-01-12,2022-05-20,Webster Butler,No material findings. All controls assessed as effective.,COMP-DOC-EN4204
CMP-004315,VND-02351,SOC 2 Type II,PENDING,2020-12-30,2021-07-20,Kissy Sullivan,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-IC0878
CMP-004316,VND-02498,HIPAA,EXPIRED,2021-12-29,2022-03-12,Janet King,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-KK5263
CMP-004317,VND-01129,ISO 9001,COMPLIANT,2021-02-15,2022-07-28,Webster Butler,No material findings. All controls assessed as effective.,COMP-DOC-OO8441
CMP-004318,VND-00950,SOC 2 Type II,PENDING,2023-11-06,2025-09-26,RSM Risk Advisory,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-LR3580
CMP-004319,VND-02726,ISO 27001,NON_COMPLIANT,2020-05-26,2020-11-30,RSM Risk Advisory,Insufficient audit trail documentation for transaction processing.,COMP-DOC-VE1037
CMP-004320,VND-00962,ISO 27001,COMPLIANT,2020-10-13,2021-05-19,Debra Houlihan,No material findings. All controls assessed as effective.,COMP-DOC-NU0023
CMP-004321,VND-03954,PCI-DSS,COMPLIANT,2019-11-13,2021-05-29,Peter Monroe,No material findings. All controls assessed as effective.,COMP-DOC-ZB8235
CMP-004322,VND-04829,HIPAA,COMPLIANT,2022-01-08,2022-12-26,Brian Champaigne,No material findings. All controls assessed as effective.,COMP-DOC-QF6274
CMP-004323,VND-02006,SOC 2 Type II,NON_COMPLIANT,2019-03-18,2020-07-02,Elijiah Gray,Insufficient audit trail documentation for transaction processing.,COMP-DOC-HM5708
CMP-004324,VND-04988,ISO 27001,COMPLIANT,2019-02-14,2019-12-31,BDO Risk Services,No material findings. All controls assessed as effective.,COMP-DOC-QG2860
CMP-004325,VND-04414,HIPAA,COMPLIANT,2022-10-18,2024-08-22,Kelley Spirea,No material findings. All controls assessed as effective.,COMP-DOC-VR6143
CMP-004326,VND-01713,PCI-DSS,COMPLIANT,2023-10-26,2024-07-29,Brandon R. LeBlanc,No material findings. All controls assessed as effective.,COMP-DOC-TW3491
CMP-004327,VND-01040,ISO 9001,COMPLIANT,2022-06-21,2023-01-13,Janet King,No material findings. All controls assessed as effective.,COMP-DOC-WQ8924
CMP-004328,VND-01894,ISO 27001,COMPLIANT,2020-05-15,2020-12-08,PwC Compliance Team,No material findings. All controls assessed as effective.,COMP-DOC-OS5746
CMP-004329,VND-03624,ISO 9001,COMPLIANT,2024-05-20,2026-01-14,Grant Thornton,No material findings. All controls assessed as effective.,COMP-DOC-RB3330
CMP-004330,VND-04887,ISO 27001,COMPLIANT,2024-03-22,2025-02-26,BDO Risk Services,No material findings. All controls assessed as effective.,COMP-DOC-XF3058
CMP-004331,VND-00593,PCI-DSS,COMPLIANT,2019-12-30,2021-02-01,Jennifer Zamora,No material findings. All controls assessed as effective.,COMP-DOC-WP8158
CMP-004332,VND-02249,SOC 2 Type II,COMPLIANT,2024-03-27,2025-07-16,Board of Directors,No material findings. All controls assessed as effective.,COMP-DOC-MJ5062
CMP-004333,VND-00501,PCI-DSS,COMPLIANT,2024-01-13,2024-12-19,RSM Risk Advisory,No material findings. All controls assessed as effective.,COMP-DOC-ZM5809
CMP-004334,VND-01438,PCI-DSS,COMPLIANT,2023-03-18,2023-10-04,Elijiah Gray,No material findings. All controls assessed as effective.,COMP-DOC-PX4919
CMP-004335,VND-01508,ISO 27001,COMPLIANT,2021-07-26,2022-04-15,Deloitte Risk Advisory,No material findings. All controls assessed as effective.,COMP-DOC-PN4373
CMP-004336,VND-02592,NIST CSF,COMPLIANT,2020-11-22,2022-02-18,Peter Monroe,No material findings. All controls assessed as effective.,COMP-DOC-SH1293
CMP-004337,VND-01000,SOC 2 Type II,COMPLIANT,2019-08-14,2020-08-20,Deloitte Risk Advisory,No material findings. All controls assessed as effective.,COMP-DOC-XJ6556
CMP-004338,VND-01850,PCI-DSS,COMPLIANT,2020-09-22,2021-08-04,John Smith,No material findings. All controls assessed as effective.,COMP-DOC-AO5022
CMP-004339,VND-02695,SOC 2 Type II,COMPLIANT,2023-02-03,2024-03-14,BDO Risk Services,No material findings. All controls assessed as effective.,COMP-DOC-IT8053
CMP-004340,VND-01762,SOC 2 Type II,COMPLIANT,2020-06-18,2022-02-22,BDO Risk Services,No material findings. All controls assessed as effective.,COMP-DOC-CM4792
CMP-004341,VND-04452,PCI-DSS,COMPLIANT,2021-01-26,2022-09-07,Brandon R. LeBlanc,No material findings. All controls assessed as effective.,COMP-DOC-XV5132
CMP-004342,VND-02878,PCI-DSS,COMPLIANT,2024-03-30,2024-12-02,Lynn Daneault,No material findings. All controls assessed as effective.,COMP-DOC-IM4651
CMP-004343,VND-02649,ISO 9001,COMPLIANT,2023-06-19,2024-08-09,Brian Champaigne,No material findings. All controls assessed as effective.,COMP-DOC-BH5914
CMP-004344,VND-04879,NIST CSF,EXPIRED,2022-05-22,2022-09-22,KPMG Assurance,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-CU2014
CMP-004345,VND-04429,SOC 2 Type II,COMPLIANT,2019-09-07,2021-04-20,Internal Audit - Compliance,No material findings. All controls assessed as effective.,COMP-DOC-RB7983
CMP-004346,VND-02168,ISO 9001,PENDING,2021-09-21,2022-12-26,Kissy Sullivan,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-ZR0771
CMP-004347,VND-03343,NIST CSF,COMPLIANT,2021-09-29,2023-05-06,Kelley Spirea,No material findings. All controls assessed as effective.,COMP-DOC-JU6010
CMP-004348,VND-01658,SOX,PENDING,2020-01-14,2021-07-31,David Stanley,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-TM3173
CMP-004349,VND-02370,PCI-DSS,PENDING,2021-06-17,2022-10-24,Michael Albert,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-GX9632
CMP-004350,VND-02251,SOC 2 Type II,COMPLIANT,2022-02-24,2024-01-13,Internal Audit - Compliance,No material findings. All controls assessed as effective.,COMP-DOC-YD5339
CMP-004351,VND-00877,SOC 2 Type II,COMPLIANT,2023-06-15,2024-06-04,Janet King,No material findings. All controls assessed as effective.,COMP-DOC-UI5317
CMP-004352,VND-02030,PCI-DSS,EXPIRED,2020-07-07,2021-02-28,Janet King,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-QK8612
CMP-004353,VND-01817,SOX,COMPLIANT,2021-09-23,2022-12-06,John Smith,No material findings. All controls assessed as effective.,COMP-DOC-IU4000
CMP-004354,VND-02171,SOC 2 Type II,COMPLIANT,2023-09-27,2025-02-23,Amy Dunn,No material findings. All controls assessed as effective.,COMP-DOC-IF9375
CMP-004355,VND-02258,NIST CSF,EXPIRED,2024-05-20,2023-08-15,Amy Dunn,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-OC8350
CMP-004356,VND-01567,NIST CSF,COMPLIANT,2020-07-21,2022-04-21,BDO Risk Services,No material findings. All controls assessed as effective.,COMP-DOC-VR2287
CMP-004357,VND-04256,GDPR,COMPLIANT,2019-01-05,2020-09-01,Alex Sweetwater,No material findings. All controls assessed as effective.,COMP-DOC-XP0897
CMP-004358,VND-04299,SOC 2 Type II,COMPLIANT,2022-02-20,2023-02-05,Grant Thornton,No material findings. All controls assessed as effective.,COMP-DOC-OW7842
CMP-004359,VND-01491,ISO 27001,COMPLIANT,2021-06-11,2022-12-08,RSM Risk Advisory,No material findings. All controls assessed as effective.,COMP-DOC-ZB1802
CMP-004360,VND-03987,GDPR,NON_COMPLIANT,2024-05-21,2024-11-26,Jennifer Zamora,Incident response plan not tested within required 12-month window.,COMP-DOC-LI4214
CMP-004361,VND-03543,SOC 2 Type II,NON_COMPLIANT,2023-05-06,2025-04-29,John Smith,Vendor failed data encryption requirements under framework section 7.2.,COMP-DOC-YU8841
CMP-004362,VND-01625,GDPR,COMPLIANT,2022-05-16,2023-04-30,Brian Champaigne,No material findings. All controls assessed as effective.,COMP-DOC-DP3447
CMP-004363,VND-04174,HIPAA,COMPLIANT,2023-07-18,2024-11-13,Kissy Sullivan,No material findings. All controls assessed as effective.,COMP-DOC-AN9279
CMP-004364,VND-01255,ISO 9001,COMPLIANT,2021-12-15,2023-11-02,Michael Albert,No material findings. All controls assessed as effective.,COMP-DOC-WX3920
CMP-004365,VND-04106,GDPR,COMPLIANT,2023-06-13,2024-11-24,Kelley Spirea,No material findings. All controls assessed as effective.,COMP-DOC-YQ1570
CMP-004366,VND-00786,PCI-DSS,COMPLIANT,2020-08-16,2021-04-18,Board of Directors,No material findings. All controls assessed as effective.,COMP-DOC-SO5330
CMP-004367,VND-02373,HIPAA,COMPLIANT,2019-04-23,2020-07-06,Kelley Spirea,No material findings. All controls assessed as effective.,COMP-DOC-HX4948
CMP-004368,VND-04255,PCI-DSS,COMPLIANT,2019-11-21,2021-03-17,John Smith,No material findings. All controls assessed as effective.,COMP-DOC-SY9882
CMP-004369,VND-04230,HIPAA,EXPIRED,2023-06-05,2021-04-26,Deloitte Risk Advisory,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-OP8744
CMP-004370,VND-03045,SOC 2 Type II,COMPLIANT,2019-11-02,2021-02-25,Simon Roup,No material findings. All controls assessed as effective.,COMP-DOC-OA7314
CMP-004371,VND-03222,ISO 27001,COMPLIANT,2024-02-22,2025-07-19,Lynn Daneault,No material findings. All controls assessed as effective.,COMP-DOC-BD2903
CMP-004372,VND-02522,PCI-DSS,NON_COMPLIANT,2020-03-13,2022-01-03,Internal Audit - Compliance,Critical control gap identified in access management procedures.,COMP-DOC-MF8103
CMP-004373,VND-03980,ISO 27001,COMPLIANT,2021-02-26,2022-11-18,EY Compliance,No material findings. All controls assessed as effective.,COMP-DOC-FW1140
CMP-004374,VND-00266,GDPR,COMPLIANT,2023-04-24,2025-01-28,BDO Risk Services,No material findings. All controls assessed as effective.,COMP-DOC-YB5978
CMP-004375,VND-00030,SOC 2 Type II,COMPLIANT,2023-05-28,2024-07-18,Simon Roup,No material findings. All controls assessed as effective.,COMP-DOC-QG2163
CMP-004376,VND-01279,CIS Controls,PENDING,2022-12-14,2024-09-21,Brannon Miller,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-VN4430
CMP-004377,VND-03404,ISO 9001,NON_COMPLIANT,2020-12-19,2021-03-27,Peter Monroe,Critical control gap identified in access management procedures.,COMP-DOC-WB4475
CMP-004378,VND-00191,NIST CSF,COMPLIANT,2023-04-10,2024-03-18,EY Compliance,No material findings. All controls assessed as effective.,COMP-DOC-JH8238
CMP-004379,VND-00696,SOC 2 Type II,COMPLIANT,2023-07-04,2025-06-21,Ketsia Liebig,No material findings. All controls assessed as effective.,COMP-DOC-FO8816
CMP-004380,VND-02658,PCI-DSS,COMPLIANT,2022-09-19,2024-09-04,BDO Risk Services,No material findings. All controls assessed as effective.,COMP-DOC-RG7195
CMP-004381,VND-01680,ISO 27001,PENDING,2020-01-24,2021-03-16,John Smith,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-YJ8073
CMP-004382,VND-03999,ISO 9001,COMPLIANT,2023-01-28,2024-05-24,Michael Albert,No material findings. All controls assessed as effective.,COMP-DOC-OW7146
CMP-004383,VND-03205,SOC 2 Type II,COMPLIANT,2022-01-25,2022-08-08,Michael Albert,No material findings. All controls assessed as effective.,COMP-DOC-TB5428
CMP-004384,VND-01942,PCI-DSS,EXPIRED,2019-04-24,2023-11-29,Jennifer Zamora,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-CL8638
CMP-004385,VND-04703,HIPAA,COMPLIANT,2024-02-18,2024-09-07,EY Compliance,No material findings. All controls assessed as effective.,COMP-DOC-HO0323
CMP-004386,VND-00933,SOC 2 Type II,EXPIRED,2019-11-06,2022-05-24,Internal Audit - Compliance,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-TN2270
CMP-004387,VND-03449,SOC 2 Type II,COMPLIANT,2020-06-24,2021-02-09,Eric Dougall,No material findings. All controls assessed as effective.,COMP-DOC-SS4327
CMP-004388,VND-03935,SOC 2 Type II,COMPLIANT,2020-10-25,2021-08-23,Lynn Daneault,No material findings. All controls assessed as effective.,COMP-DOC-VJ0265
CMP-004389,VND-02510,ISO 9001,COMPLIANT,2019-09-15,2020-06-12,Brannon Miller,No material findings. All controls assessed as effective.,COMP-DOC-XJ5924
CMP-004390,VND-04117,SOC 2 Type II,COMPLIANT,2019-06-14,2020-04-22,Alex Sweetwater,No material findings. All controls assessed as effective.,COMP-DOC-HB0233
CMP-004391,VND-01491,NIST CSF,EXPIRED,2021-07-06,2021-01-24,Simon Roup,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-PR8185
CMP-004392,VND-00628,HIPAA,COMPLIANT,2020-07-21,2021-06-09,Webster Butler,No material findings. All controls assessed as effective.,COMP-DOC-QP8051
CMP-004393,VND-03086,SOC 2 Type II,COMPLIANT,2021-05-20,2022-08-29,BDO Risk Services,No material findings. All controls assessed as effective.,COMP-DOC-OF8827
CMP-004394,VND-03041,SOC 2 Type II,COMPLIANT,2021-05-12,2022-05-04,Amy Dunn,No material findings. All controls assessed as effective.,COMP-DOC-KQ4909
CMP-004395,VND-01338,HIPAA,COMPLIANT,2019-03-23,2021-02-17,Board of Directors,No material findings. All controls assessed as effective.,COMP-DOC-PX4718
CMP-004396,VND-04219,ISO 27001,COMPLIANT,2024-04-23,2024-12-20,Brannon Miller,No material findings. All controls assessed as effective.,COMP-DOC-WC1324
CMP-004397,VND-04970,SOC 2 Type II,COMPLIANT,2021-09-01,2023-08-08,Peter Monroe,No material findings. All controls assessed as effective.,COMP-DOC-AG6214
CMP-004398,VND-04850,PCI-DSS,COMPLIANT,2020-06-21,2021-09-30,Webster Butler,No material findings. All controls assessed as effective.,COMP-DOC-CM3354
CMP-004399,VND-02206,NIST CSF,COMPLIANT,2019-10-17,2021-08-07,David Stanley,No material findings. All controls assessed as effective.,COMP-DOC-XU3702
CMP-004400,VND-04922,ISO 27001,PENDING,2019-08-10,2021-06-10,KPMG Assurance,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-SO5563
